161475872|1006|FLA@LA
161475873|0313|DAL@LA
161475874|1209|SJS@LA
161475875|1017|BOS@LA
161475876|1128|ANA@LA
161475877|0403|STL@LA
161475878|0224|MTL@LA
161475881|0211|DET@LA
161475884|0104|PHI@LA
161475886|0316|WPG@LA
161475887|0213|CHI@LA
161475890|1205|UTA@LA
161475891|1203|MIN@LA
161475893|1107|PIT@LA
161482367|0313|EDM@SEA
161482370|0116|SJS@SEA
161482371|0213|STL@SEA
161482372|1212|NSH@SEA
161482375|0215|PIT@SEA
161482377|0222|BOS@SEA
161482378|1123|ANA@SEA
161482379|1125|CHI@SEA
161482380|0102|NYI@SEA
161482383|0103|VAN@SEA
161482385|0311|LAK@SEA
161482387|1028|TOR@SEA
161482389|0325|ANA@SEA
161482390|0203|MTL@SEA
161482392|1107|NYR@SEA
161482394|1206|BUF@SEA
161482395|1203|DAL@SEA
161482396|0403|WPG@SEA
161482397|1004|CGY@SEA
161482398|1024|MIN@SEA
161482401|1229|PHI@SEA
161482403|0217|OTT@SEA
161482404|0131|NJD@SEA
161482406|0319|COL@SEA
